Labogene Datalogger;;;Date: 7/10-2020;;Time: 09:15
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
;;Graf 1;Graf 2;Graf 3;Graf 4;Graf 5;Graf 6;Graf 7;Graf 8;Graf 9;Graf 10;Graf 11;Graf 12;Graf 13;Graf 14;Graf 15;Dig 1;Dig 2;Dig 3;Dig 4;Dig 5;Dig 6;Dig 7;Dig 8;Dig 9;Dig 10;Dig 11;Dig 12;Dig 13;Dig 14;Dig 15;Dig 16
LOG nr;Time;Shelf1;Shelf2;Shelf3;Shelf4;Shelf5;Shelf6;Shelf7;Shelf8;Ice condensor;Product;Actual pressure;Time;-;AutoStep;Configuration;Pressostat1;Pressostat2;Release valve;Vacuum pump;Cool only;Pressostat1 lock;Pressostat2 lock;Wait for low temperature;Manual MODE;Auto MODE;De-ice MODE;Release MODE;Pressure regulation;Vacuum valve;Compressor2;Compressor1
1362;05:52-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;103;1005;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1363;05:53-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;100;1006;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1364;05:53-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;105;1007;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1365;05:54-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;102;1007;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1366;05:55-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;102;1008;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1367;05:56-7/10;28,9;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,4;29,0;104;1009;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1368;05:56-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;103;1010;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1369;05:57-7/10;28,8;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,5;29,0;105;1010;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1370;05:58-7/10;28,9;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,5;29,0;102;1011;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1371;05:59-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,3;29,0;101;1012;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1372;05:59-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;105;1013;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1373;06:00-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;100;1013;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1374;06:01-7/10;28,7;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;105;1014;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1375;06:02-7/10;28,8;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,4;29,0;103;1015;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1376;06:02-7/10;28,8;83,0;27,8;83,0;23,1;83,0;83,0;83,0;-98,7;29,0;106;1016;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1377;06:03-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;104;1016;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1378;06:04-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,3;29,0;100;1017;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1379;06:05-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;106;1018;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1380;06:05-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;104;1019;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1381;06:06-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;100;1019;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1382;06:07-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;97;1020;1775;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1383;06:08-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;90;1021;1761;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1384;06:08-7/10;28,8;83,0;27,8;83,0;23,1;83,0;83,0;83,0;-98,6;29,0;84;1022;1750;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1385;06:09-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;79;1022;1739;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1386;06:10-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;74;1023;1728;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1387;06:11-7/10;28,9;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,6;29,0;70;1024;1718;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1388;06:11-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;66;1025;1709;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1389;06:12-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;63;1025;1700;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1390;06:13-7/10;28,8;83,0;27,8;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;60;1026;1691;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1391;06:14-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;57;1027;1683;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1392;06:14-7/10;28,9;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;55;1028;1677;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1393;06:15-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;52;1028;1668;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1394;06:16-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;50;1029;1660;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1395;06:17-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;57;1030;1685;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1396;06:17-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;55;1031;1676;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1397;06:18-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;52;1031;1668;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1398;06:19-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;49;1032;1659;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1399;06:20-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;57;1033;1683;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1400;06:20-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;55;1034;1676;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1401;06:21-7/10;28,9;83,0;27,9;83,0;23,1;83,0;83,0;83,0;-98,6;29,0;52;1034;1667;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1402;06:22-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;60;1035;1693;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1403;06:23-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;56;1036;1682;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1404;06:23-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;54;1037;1673;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1405;06:24-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;51;1037;1666;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1406;06:25-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;60;1038;1691;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1407;06:26-7/10;28,8;83,0;27,8;83,0;22,9;83,0;83,0;83,0;-98,4;29,0;56;1039;1680;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1408;06:26-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;54;1040;1673;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1409;06:27-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;51;1040;1663;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1410;06:28-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;59;1041;1688;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1411;06:29-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,3;29,0;55;1042;1677;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1412;06:29-7/10;28,8;83,0;27,8;83,0;22,9;83,0;83,0;83,0;-98,4;29,0;53;1043;1670;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1413;06:30-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;50;1043;1662;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1414;06:31-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;58;1044;1686;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1415;06:32-7/10;28,9;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,4;29,0;55;1045;1676;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1416;06:32-7/10;28,9;83,0;27,8;83,0;23,1;83,0;83,0;83,0;-98,4;29,0;52;1046;1668;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1417;06:33-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;49;1046;1659;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1418;06:34-7/10;28,9;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;57;1047;1683;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1419;06:35-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;54;1048;1675;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1420;06:35-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;52;1049;1667;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1421;06:36-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;61;1049;1694;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1422;06:37-7/10;28,9;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;56;1050;1681;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1423;06:38-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;54;1051;1673;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1424;06:38-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;51;1052;1663;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1425;06:39-7/10;28,9;83,0;27,8;83,0;23,1;83,0;83,0;83,0;-98,6;29,0;60;1052;1691;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1426;06:40-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;56;1053;1680;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1427;06:41-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;53;1054;1672;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1428;06:41-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;51;1055;1663;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1429;06:42-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;58;1055;1686;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1430;06:43-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;55;1056;1678;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1431;06:44-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;52;1057;1669;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1432;06:44-7/10;28,9;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;50;1058;1661;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1433;06:45-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;57;1058;1685;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1434;06:46-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;55;1059;1676;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1435;06:47-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;52;1060;1668;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1436;06:47-7/10;28,8;83,0;27,8;83,0;22,9;83,0;83,0;83,0;-98,7;29,0;49;1061;1658;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1437;06:48-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;57;1061;1683;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1438;06:49-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;54;1062;1674;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1439;06:50-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;52;1063;1667;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1440;06:50-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;60;1064;1692;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1441;06:51-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;56;1064;1681;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1442;06:52-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;54;1065;1673;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1443;06:53-7/10;28,9;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,6;29,0;51;1066;1663;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1444;06:53-7/10;28,9;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;59;1067;1690;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1445;06:54-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;55;1067;1679;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1446;06:55-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;52;1068;1668;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1447;06:56-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;51;1069;1663;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1448;06:56-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;59;1070;1688;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1449;06:57-7/10;28,8;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,8;29,0;55;1070;1678;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1450;06:58-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;53;1071;1671;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1451;06:59-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-99,0;29,0;50;1072;1661;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1452;06:59-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;58;1073;1686;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1453;07:00-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,8;29,0;55;1073;1677;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1454;07:01-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;52;1074;1667;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1455;07:02-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,9;29,0;55;1075;1679;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1456;07:02-7/10;28,9;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,7;29,0;56;1076;1682;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1457;07:03-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;54;1076;1675;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1458;07:04-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,8;29,0;51;1077;1664;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1459;07:05-7/10;28,8;83,0;27,8;83,0;22,9;83,0;83,0;83,0;-98,8;29,0;60;1078;1692;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1460;07:05-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;56;1079;1680;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1461;07:06-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;53;1079;1672;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1462;07:07-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;51;1080;1663;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1463;07:08-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;59;1081;1689;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1464;07:08-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;55;1082;1677;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1465;07:09-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;52;1082;1669;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1466;07:10-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,3;29,0;50;1083;1661;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1467;07:11-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;58;1084;1686;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1468;07:11-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;54;1085;1675;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1469;07:12-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;52;1085;1667;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1470;07:13-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;61;1086;1694;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1471;07:14-7/10;28,9;83,0;27,9;83,0;23,1;83,0;83,0;83,0;-98,4;29,0;56;1087;1681;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1472;07:14-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,3;29,0;54;1088;1673;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1473;07:15-7/10;28,9;83,0;27,9;83,0;22,9;83,0;83,0;83,0;-98,5;29,0;51;1088;1664;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1474;07:16-7/10;28,9;83,0;27,9;83,0;22,9;83,0;83,0;83,0;-98,3;29,0;59;1089;1689;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1475;07:17-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;55;1090;1678;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1476;07:17-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;53;1091;1671;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1477;07:18-7/10;29,0;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;50;1091;1662;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1478;07:19-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;58;1092;1687;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1479;07:20-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;55;1093;1676;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1480;07:20-7/10;28,9;83,0;27,9;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;52;1094;1667;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1481;07:21-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;49;1094;1658;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1482;07:22-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;56;1095;1682;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1483;07:23-7/10;28,9;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;54;1096;1674;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1484;07:23-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;51;1097;1666;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1485;07:24-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;60;1097;1691;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1486;07:25-7/10;28,9;83,0;27,9;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;56;1098;1680;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1487;07:26-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;53;1099;1671;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1488;07:26-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;51;1100;1663;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1489;07:27-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;58;1100;1687;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1490;07:28-7/10;28,9;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;55;1101;1677;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1491;07:29-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;52;1102;1668;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1492;07:29-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;49;1103;1659;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1493;07:30-7/10;28,9;83,0;27,9;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;57;1103;1684;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1494;07:31-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;54;1104;1675;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1495;07:32-7/10;28,9;83,0;27,9;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;51;1105;1666;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1496;07:32-7/10;29,0;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;60;1106;1691;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1497;07:33-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;55;1106;1679;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1498;07:34-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;54;1107;1673;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1499;07:35-7/10;28,9;83,0;28,0;83,0;23,1;83,0;83,0;83,0;-98,7;29,0;51;1108;1663;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1500;07:35-7/10;28,9;83,0;27,9;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;59;1109;1689;7;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
