Labogene Datalogger;;;Date: 7/10-2020;;Time: 09:15
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
;;Graf 1;Graf 2;Graf 3;Graf 4;Graf 5;Graf 6;Graf 7;Graf 8;Graf 9;Graf 10;Graf 11;Graf 12;Graf 13;Graf 14;Graf 15;Dig 1;Dig 2;Dig 3;Dig 4;Dig 5;Dig 6;Dig 7;Dig 8;Dig 9;Dig 10;Dig 11;Dig 12;Dig 13;Dig 14;Dig 15;Dig 16
LOG nr;Time;Shelf1;Shelf2;Shelf3;Shelf4;Shelf5;Shelf6;Shelf7;Shelf8;Ice condensor;Product;Actual pressure;Time;-;AutoStep;Configuration;Pressostat1;Pressostat2;Release valve;Vacuum pump;Cool only;Pressostat1 lock;Pressostat2 lock;Wait for low temperature;Manual MODE;Auto MODE;De-ice MODE;Release MODE;Pressure regulation;Vacuum valve;Compressor2;Compressor1
1222;04:07-7/10;28,5;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;106;900;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1223;04:08-7/10;28,5;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;103;901;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1224;04:09-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;99;902;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1225;04:09-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;106;903;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1226;04:10-7/10;28,5;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,7;28,0;103;903;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1227;04:11-7/10;28,5;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,7;28,0;99;904;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1228;04:12-7/10;28,6;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;106;905;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1229;04:12-7/10;28,5;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,8;28,0;104;906;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1230;04:13-7/10;28,4;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;100;906;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1231;04:14-7/10;28,6;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;99;907;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1232;04:15-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;103;908;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1233;04:15-7/10;28,5;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,8;28,0;100;909;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1234;04:16-7/10;28,6;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-99,0;28,0;106;909;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1235;04:17-7/10;28,5;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,7;28,0;103;910;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1236;04:18-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;100;911;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1237;04:18-7/10;28,6;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,8;28,0;106;912;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1238;04:19-7/10;28,5;83,0;27,5;83,0;23,1;83,0;83,0;83,0;-98,8;28,0;104;912;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1239;04:20-7/10;28,6;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,9;28,0;100;913;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1240;04:21-7/10;28,5;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,9;28,0;106;914;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1241;04:21-7/10;28,6;83,0;27,5;83,0;23,1;83,0;83,0;83,0;-98,8;28,0;105;915;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1242;04:22-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;100;915;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1243;04:23-7/10;28,5;83,0;27,4;83,0;23,0;83,0;83,0;83,0;-98,9;28,0;106;916;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1244;04:24-7/10;28,6;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;104;917;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1245;04:24-7/10;28,5;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;101;918;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1246;04:25-7/10;28,5;83,0;27,5;83,0;22,9;83,0;83,0;83,0;-98,7;28,0;106;918;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1247;04:26-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;103;919;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1248;04:27-7/10;28,5;83,0;27,5;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;100;920;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1249;04:27-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;106;921;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1250;04:28-7/10;28,5;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,7;28,0;104;921;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1251;04:29-7/10;28,5;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,7;28,0;100;922;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1252;04:30-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;106;923;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1253;04:30-7/10;28,5;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,5;28,0;103;924;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1254;04:31-7/10;28,5;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;100;924;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1255;04:32-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;925;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1256;04:33-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;103;926;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1257;04:33-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;100;927;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1258;04:34-7/10;28,7;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;105;927;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1259;04:35-7/10;28,5;83,0;27,4;83,0;22,9;83,0;83,0;83,0;-98,5;28,0;102;928;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1260;04:36-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;98;929;1776;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1261;04:36-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;104;930;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1262;04:37-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;101;930;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1263;04:38-7/10;28,6;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,5;28,0;106;931;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1264;04:39-7/10;28,6;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,5;28,0;103;932;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1265;04:39-7/10;28,6;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,3;28,0;100;933;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1266;04:40-7/10;28,5;83,0;27,5;83,0;22,9;83,0;83,0;83,0;-98,4;28,0;106;933;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1267;04:41-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;102;934;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1268;04:42-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;100;935;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1269;04:42-7/10;28,6;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,5;28,0;105;936;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1270;04:43-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,2;28,0;102;936;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1271;04:44-7/10;28,5;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;106;937;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1272;04:45-7/10;28,6;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;105;938;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1273;04:45-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;101;939;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1274;04:46-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;939;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1275;04:47-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;103;940;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1276;04:48-7/10;28,7;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;99;941;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1277;04:48-7/10;28,6;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,3;28,0;105;942;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1278;04:49-7/10;28,6;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,4;28,0;101;942;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1279;04:50-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;103;943;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1280;04:51-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;105;944;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1281;04:51-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;102;945;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1282;04:52-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;106;945;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1283;04:53-7/10;28,6;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,6;28,0;103;946;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1284;04:54-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,3;28,0;100;947;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1285;04:54-7/10;28,6;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;106;948;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1286;04:55-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;102;948;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1287;04:56-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;99;949;1777;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1288;04:57-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;106;950;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1289;04:57-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;102;950;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1290;04:58-7/10;28,6;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,7;28,0;99;951;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1291;04:59-7/10;28,7;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;105;952;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1292;05:00-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;101;953;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1293;05:00-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;106;953;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1294;05:01-7/10;28,6;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,6;28,0;105;954;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1295;05:02-7/10;28,6;83,0;27,7;83,0;23,2;83,0;83,0;83,0;-98,6;28,0;101;955;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1296;05:03-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;107;956;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1297;05:03-7/10;28,7;83,0;27,6;83,0;23,1;83,0;83,0;83,0;-98,6;28,0;103;956;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1298;05:04-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;100;957;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1299;05:05-7/10;28,7;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,5;28,0;106;958;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1300;05:06-7/10;28,6;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,3;28,0;103;959;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1301;05:06-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;28,0;99;959;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1302;05:07-7/10;28,7;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,5;28,0;106;960;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1303;05:08-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;102;961;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1304;05:08-7/10;28,8;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,4;28,0;103;962;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1305;05:09-7/10;28,6;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,3;28,0;105;962;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1306;05:10-7/10;28,7;83,0;27,7;83,0;22,8;83,0;83,0;83,0;-98,5;29,0;102;963;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1307;05:11-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,2;29,0;106;964;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1308;05:11-7/10;28,6;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,3;29,0;103;965;1785;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1309;05:12-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;100;965;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1310;05:13-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,5;28,0;106;966;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1311;05:14-7/10;28,6;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,3;29,0;102;967;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1312;05:14-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;100;968;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1313;05:15-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;104;968;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1314;05:16-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;29,0;100;969;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1315;05:17-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,4;28,0;106;970;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1316;05:17-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,5;29,0;102;971;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1317;05:18-7/10;28,7;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;99;971;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1318;05:19-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,3;29,0;105;972;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1319;05:20-7/10;28,7;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,4;29,0;101;973;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1320;05:20-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;106;974;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1321;05:21-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;104;974;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1322;05:22-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;28,0;100;975;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1323;05:23-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;106;976;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1324;05:23-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,6;29,0;103;977;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1325;05:24-7/10;28,7;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,6;29,0;99;977;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1326;05:25-7/10;28,7;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,7;29,0;106;978;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1327;05:26-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;102;979;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1328;05:26-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;99;980;1777;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1329;05:27-7/10;28,9;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;105;980;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1330;05:28-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;102;981;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1331;05:29-7/10;28,7;83,0;27,6;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;106;982;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1332;05:29-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;103;983;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1333;05:30-7/10;28,7;83,0;27,6;83,0;22,9;83,0;83,0;83,0;-98,8;29,0;100;983;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1334;05:31-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;106;984;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1335;05:32-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,8;28,0;102;985;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1336;05:32-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;100;986;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1337;05:33-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,7;29,0;106;986;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1338;05:34-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;28,0;102;987;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1339;05:35-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,9;29,0;99;988;1777;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1340;05:35-7/10;28,7;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,8;29,0;105;989;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1341;05:36-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,9;29,0;102;989;1782;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1342;05:37-7/10;28,7;83,0;27,7;83,0;22,9;83,0;83,0;83,0;-98,7;29,0;103;990;1784;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1343;05:38-7/10;28,8;83,0;27,8;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;105;991;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1344;05:38-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,8;29,0;101;992;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1345;05:39-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,9;29,0;106;992;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1346;05:40-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;104;993;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1347;05:41-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;100;994;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1348;05:41-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,9;29,0;106;995;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1349;05:42-7/10;28,7;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,9;29,0;102;995;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1350;05:43-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,8;29,0;100;996;1779;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1351;05:44-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;28,0;105;997;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1352;05:44-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;100;998;1780;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1353;05:45-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,8;29,0;106;998;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1354;05:46-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;104;999;1786;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1355;05:47-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;99;1000;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1356;05:47-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;106;1001;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1357;05:48-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;102;1001;1783;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1358;05:49-7/10;28,8;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,6;29,0;99;1002;1778;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1359;05:50-7/10;28,8;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,6;28,0;105;1003;1787;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1360;05:50-7/10;28,8;83,0;27,7;83,0;23,1;83,0;83,0;83,0;-98,7;29,0;101;1004;1781;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
1361;05:51-7/10;28,7;83,0;27,7;83,0;23,0;83,0;83,0;83,0;-98,7;29,0;106;1004;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
